"State","County","   Days per year with a heat index above 100°F   ",,,,,
,,," Midcentury ",," Late century ",,
,," Historical "," Slow action "," No action "," Slow action "," No action "," Rapid action "
"IA","Wayne County",6,24,34,30,60,24
"IA","Webster County",4,18,27,24,52,18
"IA","Winnebago County",2,15,23,21,46,15
"IA","Winneshiek County",2,13,20,19,44,13
"IA","Woodbury County",4,20,29,24,54,20
"IA","Worth County",2,15,21,21,45,14
"IA","Wright County",3,17,25,23,49,17
"ID","Ada County",0,5,9,7,30,5
"ID","Adams County",0,1,2,2,10,1
"ID","Bannock County",0,0,1,1,8,0
"ID","Bear Lake County",0,0,0,0,1,0
"ID","Benewah County",0,0,1,1,10,0
"ID","Bingham County",0,0,2,1,9,0
"ID","Blaine County",0,0,1,1,6,0
"ID","Boise County",0,0,1,1,6,0
"ID","Bonner County",0,0,1,0,7,0
"ID","Bonneville County",0,0,0,0,3,0
"ID","Boundary County",0,0,1,1,5,0
"ID","Butte County",0,0,1,1,6,0
"ID","Camas County",0,0,0,0,3,0
"ID","Canyon County",0,8,15,13,39,8
"ID","Caribou County",0,0,0,0,2,0
"ID","Cassia County",0,0,2,1,9,0
"ID","Clark County",0,0,0,0,2,0
"ID","Clearwater County",0,0,1,1,8,0
"ID","Custer County",0,0,0,0,1,0
"ID","Elmore County",0,3,5,4,16,3
"ID","Franklin County",0,0,1,1,8,0
"ID","Fremont County",0,0,0,0,2,0
"ID","Gem County",0,4,7,6,23,4
"ID","Gooding County",0,4,8,6,26,4
"ID","Idaho County",0,0,1,1,5,0
"ID","Jefferson County",0,0,2,1,10,0
"ID","Jerome County",0,3,6,5,24,2
"ID","Kootenai County",0,0,1,1,10,0
"ID","Latah County",0,1,2,1,12,0
"ID","Lemhi County",0,0,0,0,2,0
"ID","Lewis County",0,1,2,1,10,1
"ID","Lincoln County",0,2,4,3,19,2
"ID","Madison County",0,0,0,0,4,0
"ID","Minidoka County",0,1,3,2,16,1
"ID","Nez Perce County",0,3,6,5,18,3
"ID","Oneida County",0,0,1,1,8,0
"ID","Owyhee County",0,2,3,3,14,2
"ID","Payette County",0,8,15,13,37,8
"ID","Power County",0,1,2,1,12,1
"ID","Shoshone County",0,0,0,0,3,0
"ID","Teton County",0,0,0,0,1,0
"ID","Twin Falls County",0,1,3,2,13,1
"ID","Valley County",0,0,0,0,1,0
"ID","Washington County",0,3,6,5,20,3
"IL","Adams County",8,34,43,40,70,34
"IL","Alexander County",13,52,65,59,92,53
"IL","Bond County",8,39,50,45,76,39
"IL","Boone County",4,18,26,24,50,18
"IL","Brown County",8,36,45,42,72,36
"IL","Bureau County",5,24,32,30,57,24
"IL","Calhoun County",10,41,52,48,78,42
"IL","Carroll County",5,20,28,26,53,20
"IL","Cass County",9,37,46,43,72,37
"IL","Champaign County",6,30,40,37,67,30
"IL","Christian County",7,36,46,42,73,36
"IL","Clark County",7,36,48,43,75,36
"IL","Clay County",8,41,53,47,80,41
"IL","Clinton County",8,40,52,46,78,40
"IL","Coles County",6,34,45,40,72,34
"IL","Cook County",3,16,24,21,47,16
"IL","Crawford County",9,41,53,48,80,41
"IL","Cumberland County",7,35,47,42,74,36
"IL","De Witt County",6,31,40,37,67,31
"IL","DeKalb County",4,18,26,24,50,18
"IL","Douglas County",7,35,46,42,73,35
"IL","DuPage County",4,20,29,26,53,20
"IL","Edgar County",7,33,45,40,72,34
"IL","Edwards County",12,47,59,53,86,47
"IL","Effingham County",7,37,48,43,75,37
"IL","Fayette County",7,36,47,42,74,36
"IL","Ford County",5,27,36,33,63,27
"IL","Franklin County",11,47,60,54,86,47
"IL","Fulton County",8,33,41,39,68,33
"IL","Gallatin County",12,49,62,56,90,50
"IL","Greene County",9,39,49,45,76,39
"IL","Grundy County",5,23,31,29,57,23
"IL","Hamilton County",10,46,59,53,86,46
"IL","Hancock County",9,35,44,41,71,35
"IL","Hardin County",9,45,59,52,88,46
"IL","Henderson County",7,31,39,37,65,31
"IL","Henry County",6,25,33,32,59,25
"IL","Iroquois County",5,26,36,32,62,26
"IL","Jackson County",11,49,62,55,89,49
"IL","Jasper County",8,38,50,45,77,38
"IL","Jefferson County",9,42,54,49,81,42
"IL","Jersey County",9,41,51,47,78,41
"IL","Jo Daviess County",3,17,24,22,48,17
"IL","Johnson County",11,49,62,55,90,49
"IL","Kane County",4,18,25,23,50,17
"IL","Kankakee County",5,25,34,31,60,25
"IL","Kendall County",4,21,29,27,54,21
"IL","Knox County",6,27,35,33,61,27
"IL","Lake County",3,13,20,17,41,13
"IL","LaSalle County",5,22,30,28,56,22
"IL","Lawrence County",9,41,54,48,81,42
"IL","Lee County",4,20,28,26,53,20
"IL","Livingston County",6,27,36,34,63,28
"IL","Logan County",8,35,44,41,70,35
"IL","Macon County",7,35,44,41,71,35
"IL","Macoupin County",8,38,49,45,75,39
"IL","Madison County",10,43,54,49,80,43
"IL","Marion County",8,39,51,46,78,40
"IL","Marshall County",7,28,37,35,63,29
"IL","Mason County",8,35,44,42,71,36
"IL","Massac County",12,52,65,59,93,52
"IL","McDonough County",9,35,44,41,70,35
"IL","McHenry County",4,17,25,23,49,17
"IL","McLean County",6,30,39,37,67,31
"IL","Menard County",7,34,43,41,70,35
"IL","Mercer County",7,28,37,35,62,28
"IL","Monroe County",11,45,57,51,83,46
"IL","Montgomery County",8,37,48,44,75,38
"IL","Morgan County",8,36,46,43,73,37
"IL","Moultrie County",7,34,45,41,72,35
"IL","Ogle County",4,19,27,25,52,19
"IL","Peoria County",6,27,35,34,61,27
"IL","Perry County",10,45,58,51,84,45
"IL","Piatt County",6,32,42,39,69,32
"IL","Pike County",9,37,47,43,74,38
"IL","Pope County",10,47,61,55,90,48
"IL","Pulaski County",13,53,66,60,93,54
"IL","Putnam County",6,26,34,32,60,26
"IL","Randolph County",11,48,60,54,85,48
"IL","Richland County",8,40,53,47,80,41
"IL","Rock Island County",6,26,35,33,61,26
"IL","Saline County",12,49,62,56,90,50
"IL","Sangamon County",7,35,44,41,71,35
"IL","Schuyler County",9,36,45,42,72,36
"IL","Scott County",9,38,48,44,74,38
"IL","Shelby County",7,36,46,42,73,36
"IL","St. Clair County",11,46,58,52,83,46
"IL","Stark County",5,25,33,31,59,25
"IL","Stephenson County",4,17,25,23,49,17
"IL","Tazewell County",7,31,40,38,67,32
"IL","Union County",11,49,63,56,90,50
"IL","Vermilion County",6,29,39,36,67,29
"IL","Wabash County",11,45,58,52,85,46
"IL","Warren County",7,30,38,36,65,30
"IL","Washington County",8,41,54,48,81,42
"IL","Wayne County",9,43,55,50,83,44
"IL","White County",12,48,61,55,88,48
"IL","Whiteside County",5,23,31,30,56,23
"IL","Will County",4,21,31,27,56,21
"IL","Williamson County",10,47,60,54,88,48
"IL","Winnebago County",4,18,26,24,50,18
"IL","Woodford County",7,29,38,36,65,30
"IN","Adams County",2,18,25,25,53,18
"IN","Allen County",2,17,24,23,51,17
"IN","Bartholomew County",4,27,38,34,68,27
"IN","Benton County",4,22,32,28,59,22
"IN","Blackford County",2,16,23,22,51,16
"IN","Boone County",3,21,31,27,59,21
"IN","Brown County",4,27,38,34,68,27
"IN","Carroll County",4,22,32,28,59,22
"IN","Cass County",3,20,28,26,55,20
"IN","Clark County",5,34,47,42,78,35
"IN","Clay County",5,30,42,37,71,31
"IN","Clinton County",3,20,29,26,57,20
"IN","Crawford County",6,34,47,42,78,35
"IN","Daviess County",7,37,50,44,79,37
"IN","Dearborn County",4,23,33,30,63,24
"IN","Decatur County",3,22,32,29,62,22
"IN","DeKalb County",2,16,24,22,50,16
"IN","Delaware County",3,18,25,24,53,18
"IN","Dubois County",6,34,47,41,77,35
"IN","Elkhart County",2,16,24,22,50,16
"IN","Fayette County",2,18,26,24,55,18
"IN","Floyd County",5,33,46,41,77,34
"IN","Fountain County",5,25,36,32,64,25
"IN","Franklin County",3,21,30,27,60,21
"IN","Fulton County",3,18,26,23,52,18
"IN","Gibson County",10,43,56,50,84,44
"IN","Grant County",3,19,27,25,54,19
"IN","Greene County",6,33,46,40,74,33
"IN","Hamilton County",3,20,29,26,57,20
"IN","Hancock County",3,21,30,27,59,21
"IN","Harrison County",5,34,47,42,78,35
"IN","Hendricks County",3,20,31,27,59,21
"IN","Henry County",2,16,23,22,51,16
"IN","Howard County",3,20,28,26,56,20
"IN","Huntington County",3,19,27,25,54,19
"IN","Jackson County",4,30,43,38,73,31
"IN","Jasper County",4,20,30,26,56,20
"IN","Jay County",2,17,24,23,52,17
"IN","Jefferson County",5,32,45,40,75,33
"IN","Jennings County",4,29,41,37,72,30
"IN","Johnson County",3,22,33,29,62,23
"IN","Knox County",8,39,52,46,80,40
"IN","Kosciusko County",2,15,23,21,49,15
"IN","LaGrange County",2,13,21,19,45,13
"IN","Lake County",3,19,28,25,54,19
"IN","LaPorte County",2,15,24,21,48,15
"IN","Lawrence County",5,33,46,41,76,34
"IN","Madison County",3,19,28,26,56,20
"IN","Marion County",3,21,32,28,60,22
"IN","Marshall County",3,18,26,24,52,18
"IN","Martin County",6,34,47,42,77,35
"IN","Miami County",3,19,27,25,54,19
"IN","Monroe County",5,30,42,37,71,30
"IN","Montgomery County",3,22,32,28,60,22
"IN","Morgan County",3,23,34,30,64,24
"IN","Newton County",4,23,32,29,59,23
"IN","Noble County",2,14,22,20,48,14
"IN","Ohio County",4,28,40,36,70,29
"IN","Orange County",5,33,46,41,76,34
"IN","Owen County",4,27,39,34,68,27
"IN","Parke County",6,30,42,37,69,30
"IN","Perry County",7,37,50,44,81,37
"IN","Pike County",8,38,51,45,80,39
"IN","Porter County",3,16,25,22,50,16
"IN","Posey County",11,45,58,52,86,46
"IN","Pulaski County",3,19,28,25,54,19
"IN","Putnam County",4,25,36,32,65,26
"IN","Randolph County",2,16,22,22,50,16
"IN","Ripley County",3,24,35,31,65,24
"IN","Rush County",2,19,27,25,56,19
"IN","Scott County",5,34,47,42,77,35
"IN","Shelby County",4,24,35,31,64,25
"IN","Spencer County",9,41,54,48,84,41
"IN","St. Joseph County",2,15,23,20,48,15
"IN","Starke County",3,18,28,24,54,19
"IN","Steuben County",1,13,20,18,45,13
"IN","Sullivan County",7,35,48,42,76,36
"IN","Switzerland County",4,30,41,37,72,30
"IN","Tippecanoe County",4,22,33,29,61,22
"IN","Tipton County",3,19,28,25,55,19
"IN","Union County",2,17,25,23,54,18
"IN","Vanderburgh County",9,42,56,50,84,43
"IN","Vermillion County",6,31,43,38,71,32
"IN","Vigo County",6,33,45,40,73,34
"IN","Wabash County",3,18,26,24,53,18
"IN","Warren County",4,24,34,30,62,24
"IN","Warrick County",9,41,54,48,83,41
"IN","Washington County",5,33,46,41,76,34
"IN","Wayne County",2,16,23,22,51,16
"IN","Wells County",2,16,24,23,51,17
"IN","White County",4,21,31,27,58,21
"IN","Whitley County",2,15,22,21,48,15
"KS","Allen County",14,49,62,56,88,50
"KS","Anderson County",13,47,59,53,85,47
"KS","Atchison County",12,42,54,48,80,43
"KS","Barber County",15,49,61,55,88,49
"KS","Barton County",10,39,51,45,78,39
"KS","Bourbon County",16,53,64,59,90,53
"KS","Brown County",11,40,51,46,78,41
"KS","Butler County",12,43,56,50,84,44
"KS","Chase County",11,41,53,47,80,41
"KS","Chautauqua County",18,55,68,62,94,55
"KS","Cherokee County",15,54,66,61,92,54
"KS","Cheyenne County",0,11,19,15,46,11
"KS","Clark County",10,39,51,46,80,39
"KS","Clay County",13,43,54,48,80,43
"KS","Cloud County",10,36,47,41,74,36
"KS","Coffey County",11,42,55,49,82,43
"KS","Comanche County",13,45,57,51,84,45
"KS","Cowley County",16,52,64,58,91,52
"KS","Crawford County",16,54,66,61,92,55
"KS","Decatur County",3,23,33,27,60,23
"KS","Dickinson County",13,44,56,50,82,44
"KS","Doniphan County",10,39,51,45,77,40
"KS","Douglas County",13,46,57,52,83,46
"KS","Edwards County",8,35,47,42,77,36
"KS","Elk County",14,49,62,56,89,49
"KS","Ellis County",7,31,42,36,70,31
"KS","Ellsworth County",11,40,52,46,78,40
"KS","Finney County",2,22,33,28,63,22
"KS","Ford County",5,29,41,36,71,29
"KS","Franklin County",13,46,58,52,84,47
"KS","Geary County",11,40,52,46,79,41
"KS","Gove County",3,22,32,27,61,22
"KS","Graham County",5,27,38,32,65,27
"KS","Grant County",1,22,34,28,65,22
"KS","Gray County",3,23,34,29,65,24
"KS","Greeley County",0,10,19,14,47,10
"KS","Greenwood County",12,44,57,51,84,44
"KS","Hamilton County",0,15,25,20,55,15
"KS","Harper County",17,53,64,59,91,53
"KS","Harvey County",12,44,56,50,83,44
"KS","Haskell County",2,22,33,28,64,23
"KS","Hodgeman County",6,31,43,37,73,31
"KS","Jackson County",12,42,53,47,80,42
"KS","Jefferson County",12,43,54,49,81,44
"KS","Jewell County",7,31,42,36,69,31
"KS","Johnson County",12,43,55,50,82,44
"KS","Kearny County",1,19,30,24,59,19
"KS","Kingman County",14,47,59,53,86,48
"KS","Kiowa County",8,34,46,41,76,35
"KS","Labette County",17,55,67,61,93,55
"KS","Lane County",3,24,35,29,65,24
"KS","Leavenworth County",13,45,56,51,82,45
"KS","Lincoln County",13,42,54,48,79,43
"KS","Linn County",14,48,60,54,86,48
"KS","Logan County",1,17,27,22,56,18
"KS","Lyon County",11,40,53,47,80,41
"KS","Marion County",11,41,53,47,80,42
"KS","Marshall County",9,35,46,40,73,36
"KS","McPherson County",12,43,55,49,82,43
"KS","Meade County",6,33,45,39,75,33
"KS","Miami County",12,44,56,51,83,45
"KS","Mitchell County",11,38,49,43,75,39
"KS","Montgomery County",17,55,68,62,94,56
"KS","Morris County",10,37,49,43,76,37
"KS","Morton County",0,17,28,23,59,17
"KS","Nemaha County",10,38,49,43,75,38
"KS","Neosho County",15,52,64,59,90,52
"KS","Ness County",6,31,42,37,72,31
"KS","Norton County",4,25,35,30,62,25
"KS","Osage County",12,43,55,49,82,43
"KS","Osborne County",10,37,48,42,74,37
"KS","Ottawa County",15,46,57,51,82,46
"KS","Pawnee County",9,36,48,43,77,37
"KS","Phillips County",7,30,41,35,67,31
"KS","Pottawatomie County",11,39,50,45,77,39
"KS","Pratt County",10,39,52,46,80,40
"KS","Rawlins County",1,17,26,21,53,17
"KS","Reno County",12,42,54,49,82,42
"KS","Republic County",8,33,44,38,71,33
"KS","Rice County",11,40,52,46,79,40
"KS","Riley County",12,41,52,46,79,41
"KS","Rooks County",7,32,43,37,70,32
"KS","Rush County",9,36,47,42,75,36
"KS","Russell County",9,36,47,41,74,36
"KS","Saline County",13,43,55,49,81,44
"KS","Scott County",2,21,32,26,61,21
"KS","Sedgwick County",12,43,56,50,84,44
"KS","Seward County",4,28,40,35,71,28
"KS","Shawnee County",12,43,55,49,82,43
"KS","Sheridan County",3,22,32,27,60,22
"KS","Sherman County",0,9,17,12,43,9
"KS","Smith County",8,32,43,37,70,33
"KS","Stafford County",11,42,54,48,82,42
"KS","Stanton County",0,18,29,23,61,18
"KS","Stevens County",1,21,33,27,65,21
"KS","Sumner County",17,53,65,59,92,53
"KS","Thomas County",1,15,24,19,51,15
"KS","Trego County",5,27,39,33,67,28
"KS","Wabaunsee County",11,41,53,47,80,41
"KS","Wallace County",0,11,20,15,48,11
"KS","Washington County",10,37,48,42,75,37
"KS","Wichita County",0,15,25,19,54,15
"KS","Wilson County",16,52,64,59,90,52
"KS","Woodson County",13,46,59,53,86,47
"KS","Wyandotte County",11,42,54,49,81,43
"KY","Adair County",5,36,49,43,81,36
"KY","Allen County",10,47,61,55,91,48
"KY","Anderson County",3,29,41,36,73,29
"KY","Ballard County",14,54,67,61,94,55
"KY","Barren County",9,46,60,54,90,46
"KY","Bath County",3,25,37,32,69,26
"KY","Bell County",1,14,24,19,55,14
"KY","Boone County",3,24,35,31,66,25
"KY","Bourbon County",3,26,37,33,69,26
"KY","Boyd County",2,23,35,30,66,23
"KY","Boyle County",3,28,40,35,73,28
"KY","Bracken County",2,22,33,29,64,23
"KY","Breathitt County",1,19,31,26,63,20
"KY","Breckinridge County",7,39,53,47,84,40
"KY","Bullitt County",6,38,51,45,82,38
"KY","Butler County",10,45,59,53,89,45
"KY","Caldwell County",15,54,67,61,96,54
"KY","Calloway County",15,55,68,62,96,55
"KY","Campbell County",3,25,36,33,67,26
"KY","Carlisle County",15,55,68,62,95,56
"KY","Carroll County",5,33,45,40,76,33
"KY","Carter County",2,21,32,27,63,21
"KY","Casey County",3,27,40,34,73,28
"KY","Christian County",12,50,63,57,93,50
"KY","Clark County",2,25,36,32,69,25
"KY","Clay County",1,17,28,23,61,18
"KY","Clinton County",4,32,46,40,79,33
"KY","Crittenden County",12,50,63,57,92,50
"KY","Cumberland County",6,40,55,48,86,41
"KY","Daviess County",11,46,59,53,89,46
"KY","Edmonson County",10,46,60,54,90,46
"KY","Elliott County",2,21,32,27,64,21
"KY","Estill County",2,25,36,31,68,25
"KY","Fayette County",2,24,35,31,67,24
"KY","Fleming County",2,22,33,29,65,23
"KY","Floyd County",2,24,36,31,68,24
"KY","Franklin County",3,28,41,36,72,29
"KY","Fulton County",16,56,69,63,96,57
"KY","Gallatin County",4,29,40,36,72,30
"KY","Garrard County",3,27,39,34,72,28
"KY","Grant County",3,27,39,35,71,28
"KY","Graves County",12,52,65,59,94,52
"KY","Grayson County",8,41,55,49,85,41
"KY","Green County",6,39,53,47,85,40
"KY","Greenup County",2,22,34,29,65,23
"KY","Hancock County",8,41,55,49,85,42
"KY","Hardin County",6,36,49,43,81,36
"KY","Harlan County",0,6,13,10,40,6
"KY","Harrison County",3,26,37,33,69,27
"KY","Hart County",7,41,55,49,86,41
"KY","Henderson County",10,45,59,53,87,46
"KY","Henry County",4,31,44,39,75,32
"KY","Hickman County",15,55,67,61,95,55
"KY","Hopkins County",15,54,67,61,96,54
"KY","Jackson County",1,16,27,22,58,17
"KY","Jefferson County",5,34,47,42,79,35
"KY","Jessamine County",3,25,37,32,69,26
"KY","Johnson County",3,24,36,31,68,25
"KY","Kenton County",3,25,35,32,67,25
"KY","Knott County",1,15,26,21,57,16
"KY","Knox County",1,17,29,23,61,18
"KY","Larue County",5,36,49,43,81,36
"KY","Laurel County",1,18,30,24,62,19
"KY","Lawrence County",2,22,33,29,65,22
"KY","Lee County",2,22,33,28,65,22
"KY","Leslie County",1,13,22,18,53,13
"KY","Letcher County",0,9,18,14,47,10
"KY","Lewis County",2,21,32,28,64,22
"KY","Lincoln County",2,25,37,32,71,25
"KY","Livingston County",13,51,64,58,93,51
"KY","Logan County",10,46,60,54,90,46
"KY","Lyon County",16,57,69,64,97,57
"KY","Madison County",3,26,38,33,71,27
"KY","Magoffin County",2,20,32,27,64,21
"KY","Marion County",4,33,46,40,78,33
"KY","Marshall County",17,57,70,64,98,58
"KY","Martin County",2,22,34,29,66,23
"KY","Mason County",2,22,33,29,64,23
"KY","McCracken County",13,53,66,60,94,54
"KY","McCreary County",2,23,37,30,70,24
"KY","McLean County",12,48,62,56,91,49
"KY","Meade County",6,36,50,44,81,37
"KY","Menifee County",2,23,34,30,66,23
"KY","Mercer County",3,28,41,36,73,29
"KY","Metcalfe County",6,40,54,48,86,40
"KY","Monroe County",7,42,57,51,88,43
"KY","Montgomery County",3,25,36,32,68,26
"KY","Morgan County",2,21,33,28,65,22
"KY","Muhlenberg County",12,49,63,57,92,50
"KY","Nelson County",6,36,50,44,82,37
"KY","Nicholas County",3,25,36,32,68,25
"KY","Ohio County",10,46,59,53,89,46
"KY","Oldham County",5,34,48,42,79,35
"KY","Owen County",4,30,42,38,74,31
"KY","Owsley County",1,20,31,26,64,21
"KY","Pendleton County",3,25,36,32,67,25
"KY","Perry County",1,15,26,21,57,16
"KY","Pike County",2,19,29,25,61,19
"KY","Powell County",3,25,36,32,68,25
"KY","Pulaski County",2,25,38,32,72,26
"KY","Robertson County",3,24,35,31,67,25
"KY","Rockcastle County",2,22,34,28,67,22
"KY","Rowan County",2,21,33,28,64,22
"KY","Russell County",4,32,45,39,78,33
"KY","Scott County",2,26,37,33,69,26
"KY","Shelby County",4,31,44,39,75,32
"KY","Simpson County",10,46,60,54,90,46
"KY","Spencer County",5,33,46,40,78,33
"KY","Taylor County",4,33,47,41,79,34
"KY","Todd County",10,46,60,54,90,47
"KY","Trigg County",14,54,67,61,96,54
"KY","Trimble County",4,32,44,39,75,32
"KY","Union County",11,48,61,55,89,48
"KY","Warren County",11,47,61,55,91,48
"KY","Washington County",4,32,44,39,77,32
"KY","Wayne County",2,27,41,35,74,28
"KY","Webster County",13,51,64,58,93,52
"KY","Whitley County",1,19,31,25,64,20
"KY","Wolfe County",2,21,32,27,64,21
"KY","Woodford County",3,25,37,33,69,26
"LA","Acadia Parish",36,94,107,103,139,94
"LA","Allen Parish",36,92,105,101,138,92
"LA","Ascension Parish",22,80,97,91,133,80
"LA","Assumption Parish",22,80,96,92,133,80
"LA","Avoyelles Parish",31,86,100,95,132,86
"LA","Beauregard Parish",34,91,103,99,136,91
"LA","Bienville Parish",32,83,95,91,125,84
"LA","Bossier Parish",32,84,95,92,125,85
"LA","Caddo Parish",31,85,95,92,125,86
"LA","Calcasieu Parish",31,89,102,98,136,90
"LA","Caldwell Parish",33,83,95,91,126,83
"LA","Cameron Parish",29,91,104,100,136,92
"LA","Catahoula Parish",30,81,95,90,127,82
"LA","Claiborne Parish",34,85,96,92,126,85
"LA","Concordia Parish",26,78,94,88,127,78
"LA","De Soto Parish",32,85,95,93,126,86
"LA","East Baton Rouge Parish",21,77,95,89,130,78
"LA","East Carroll Parish",29,78,91,87,121,78
"LA","East Feliciana Parish",21,74,91,84,126,74
"LA","Evangeline Parish",40,95,108,104,139,95
"LA","Franklin Parish",31,80,94,89,124,80
"LA","Grant Parish",34,86,99,95,130,87
"LA","Iberia Parish",19,77,93,88,128,78
"LA","Iberville Parish",23,80,97,92,133,81
"LA","Jackson Parish",35,84,96,92,126,85
"LA","Jefferson Davis Parish",33,91,105,101,138,92
"LA","Jefferson Parish",22,78,96,90,131,79
"LA","La Salle Parish",32,84,97,92,129,84
"LA","Lafayette Parish",27,86,100,95,134,86
"LA","Lafourche Parish",19,75,94,88,131,76
"LA","Lincoln Parish",34,85,96,92,126,85
"LA","Livingston Parish",24,81,98,92,133,81
"LA","Madison Parish",27,76,91,86,122,77
"LA","Morehouse Parish",31,80,93,88,123,80
"LA","Natchitoches Parish",35,87,98,94,129,87
"LA","Orleans Parish",21,79,97,91,132,80
"LA","Ouachita Parish",35,84,96,92,126,84
"LA","Plaquemines Parish",14,72,92,85,128,73
"LA","Pointe Coupee Parish",23,79,95,90,131,80
"LA","Rapides Parish",35,89,101,97,133,89
"LA","Red River Parish",32,84,94,91,125,84
"LA","Richland Parish",29,78,91,86,122,78
"LA","Sabine Parish",32,84,95,92,126,85
"LA","St. Bernard Parish",19,78,96,90,129,79
"LA","St. Charles Parish",23,80,98,92,133,81
"LA","St. Helena Parish",23,76,93,87,128,77
"LA","St. James Parish",23,82,99,94,134,82
"LA","St. John the Baptist Parish",25,83,101,95,135,84
"LA","St. Landry Parish",32,89,103,99,136,89
"LA","St. Martin Parish",23,80,96,91,132,81
"LA","St. Mary Parish",15,68,86,80,125,68
"LA","St. Tammany Parish",24,77,95,89,131,78
"LA","Tangipahoa Parish",26,80,97,91,132,81
"LA","Tensas Parish",27,77,92,87,124,77
"LA","Terrebonne Parish",17,72,90,84,127,72
"LA","Union Parish",33,82,94,90,124,83
"LA","Vermilion Parish",24,83,97,93,131,83
"LA","Vernon Parish",30,84,96,92,129,84
"LA","Washington Parish",26,77,94,88,127,78
"LA","Webster Parish",33,85,96,92,126,85
"LA","West Baton Rouge Parish",23,80,97,92,133,80
"LA","West Carroll Parish",30,79,92,87,122,79
"LA","West Feliciana Parish",23,77,93,88,129,77
"LA","Winn Parish",34,86,98,93,128,86
"MA","Barnstable County",0,1,3,2,14,1
"MA","Berkshire County",0,1,5,3,18,1
"MA","Bristol County",1,9,15,12,34,9
"MA","Dukes County",0,0,1,0,12,0
"MA","Essex County",0,7,12,10,30,7
"MA","Franklin County",0,3,8,5,24,3
"MA","Hampden County",0,5,12,8,29,6
"MA","Hampshire County",0,4,10,7,27,4
"MA","Middlesex County",0,8,15,12,34,8
"MA","Nantucket County",0,0,0,0,3,0
"MA","Norfolk County",1,8,15,12,33,9
"MA","Plymouth County",1,8,14,11,31,8
"MA","Suffolk County",0,8,15,11,32,8
"MA","Worcester County",0,4,9,6,24,4
"MD","Allegany County",1,10,17,14,41,10
"MD","Anne Arundel County",6,26,37,32,65,26
"MD","Baltimore city",5,26,37,31,64,25
"MD","Baltimore County",5,23,34,29,61,23
"MD","Calvert County",5,23,35,30,64,24
"MD","Caroline County",7,29,39,35,67,29
"MD","Carroll County",3,20,31,26,57,20
"MD","Cecil County",6,26,36,31,63,26
"MD","Charles County",6,27,38,33,67,27
"MD","Dorchester County",7,30,41,36,71,30
"MD","Frederick County",4,22,33,28,60,22
"MD","Garrett County",0,1,3,2,16,1
"MD","Harford County",6,25,36,31,63,25
"MD","Howard County",5,24,35,30,62,24
"MD","Kent County",6,27,38,33,66,27
"MD","Montgomery County",4,22,33,28,60,22
"MD","Prince George's County",6,26,37,32,65,26
"MD","Queen Anne's County",7,28,39,34,67,28
"MD","Somerset County",6,28,39,34,69,28
"MD","St. Mary's County",4,24,36,31,65,24
"MD","Talbot County",7,29,40,35,69,29
"MD","Washington County",2,17,27,23,54,17
"MD","Wicomico County",9,32,43,39,72,33
"MD","Worcester County",5,25,36,32,66,25
"ME","Androscoggin County",0,3,7,4,22,2
"ME","Aroostook County",0,0,1,0,8,0
"ME","Cumberland County",0,2,6,4,21,2
"ME","Franklin County",0,0,1,0,7,0
"ME","Hancock County",0,1,3,2,13,1
"ME","Kennebec County",0,2,6,4,21,2
"ME","Knox County",0,1,3,2,13,1
"ME","Lincoln County",0,1,3,2,15,1
"ME","Oxford County",0,1,3,2,13,1
"ME","Penobscot County",0,1,3,2,13,1
"ME","Piscataquis County",0,0,1,0,7,0
"ME","Sagadahoc County",0,2,4,3,17,1
"ME","Somerset County",0,0,1,1,8,0
"ME","Waldo County",0,2,5,3,18,2
"ME","Washington County",0,1,3,2,12,1
"ME","York County",0,4,9,7,25,4
"MI","Alcona County",0,4,8,7,24,4
"MI","Alger County",0,4,7,6,20,4
"MI","Allegan County",1,10,17,15,40,10
"MI","Alpena County",0,4,8,7,23,4
"MI","Antrim County",0,4,8,6,24,4
"MI","Arenac County",0,5,9,8,25,5
"MI","Baraga County",0,2,5,4,18,2
"MI","Barry County",1,11,19,17,42,11
"MI","Bay County",1,7,13,11,32,7
"MI","Benzie County",0,4,9,8,26,4
"MI","Berrien County",2,14,22,20,47,14
"MI","Branch County",2,13,21,19,45,13
"MI","Calhoun County",1,11,19,17,42,11
"MI","Cass County",2,14,23,20,47,15
"MI","Charlevoix County",0,3,7,6,23,3
"MI","Cheboygan County",0,2,6,4,20,2
"MI","Chippewa County",0,1,3,2,13,1
"MI","Clare County",0,4,9,8,26,5
"MI","Clinton County",1,10,17,15,40,10
"MI","Crawford County",0,3,7,5,22,3
"MI","Delta County",0,3,6,4,18,3
"MI","Dickinson County",0,3,6,5,20,3
"MI","Eaton County",1,9,16,14,39,9
"MI","Emmet County",0,1,4,2,16,1
"MI","Genesee County",1,8,15,13,36,8
"MI","Gladwin County",1,7,12,11,30,7
"MI","Gogebic County",0,2,5,4,17,2
"MI","Grand Traverse County",0,4,9,7,25,4
"MI","Gratiot County",1,10,18,16,40,11
"MI","Hillsdale County",1,10,17,16,41,10
"MI","Houghton County",0,2,5,4,16,2
"MI","Huron County",1,8,14,12,32,8
"MI","Ingham County",1,8,15,13,37,8
"MI","Ionia County",1,10,17,15,39,10
"MI","Iosco County",0,4,9,7,25,4
"MI","Iron County",0,2,6,4,19,2
"MI","Isabella County",1,8,14,12,34,8
