"State","County","   Days per year with a heat index above 100°F   ",,,,,
,,," Midcentury ",," Late century ",,
,," Historical "," Slow action "," No action "," Slow action "," No action "," Rapid action "
"MI","Jackson County",1,9,16,14,39,9
"MI","Kalamazoo County",2,13,22,19,46,13
"MI","Kalkaska County",0,3,7,5,22,3
"MI","Kent County",1,8,16,13,37,8
"MI","Keweenaw County",0,0,1,1,6,0
"MI","Lake County",1,6,12,10,30,6
"MI","Lapeer County",1,9,15,13,36,9
"MI","Leelanau County",0,3,6,5,22,3
"MI","Lenawee County",1,12,20,18,45,12
"MI","Livingston County",1,8,14,12,36,8
"MI","Luce County",0,2,6,4,19,2
"MI","Mackinac County",0,0,2,1,11,0
"MI","Macomb County",1,9,15,13,37,9
"MI","Manistee County",0,5,9,8,26,5
"MI","Marquette County",0,2,5,4,17,2
"MI","Mason County",0,5,11,9,29,5
"MI","Mecosta County",1,6,12,10,30,6
"MI","Menominee County",0,4,7,6,21,4
"MI","Midland County",1,10,17,15,38,10
"MI","Missaukee County",0,3,7,6,23,3
"MI","Monroe County",2,13,21,19,46,13
"MI","Montcalm County",1,9,16,14,37,9
"MI","Montmorency County",0,4,8,7,23,4
"MI","Muskegon County",0,5,10,9,29,5
"MI","Newaygo County",1,7,13,11,33,7
"MI","Oakland County",1,7,14,12,35,7
"MI","Oceana County",0,6,11,9,30,6
"MI","Ogemaw County",0,4,8,7,23,4
"MI","Ontonagon County",0,2,5,4,18,2
"MI","Osceola County",0,4,8,7,25,4
"MI","Oscoda County",0,4,8,6,23,4
"MI","Otsego County",0,3,6,5,21,3
"MI","Ottawa County",1,7,14,12,35,7
"MI","Presque Isle County",0,3,7,6,22,3
"MI","Roscommon County",0,3,6,5,21,3
"MI","Saginaw County",1,11,18,16,40,11
"MI","Sanilac County",1,9,15,13,35,9
"MI","Schoolcraft County",0,3,6,5,19,3
"MI","Shiawassee County",1,9,16,14,38,9
"MI","St. Clair County",1,9,15,13,36,9
"MI","St. Joseph County",2,14,22,20,47,14
"MI","Tuscola County",1,10,17,15,38,10
"MI","Van Buren County",2,12,21,18,44,13
"MI","Washtenaw County",1,10,18,16,42,11
"MI","Wayne County",1,9,16,14,39,9
"MI","Wexford County",0,3,8,6,23,4
"MN","Aitkin County",0,3,7,6,22,3
"MN","Anoka County",2,12,19,18,41,12
"MN","Becker County",0,4,8,6,22,4
"MN","Beltrami County",0,3,6,6,19,3
"MN","Benton County",1,8,14,12,33,8
"MN","Big Stone County",2,10,16,14,36,10
"MN","Blue Earth County",3,15,23,21,46,15
"MN","Brown County",2,14,22,20,45,14
"MN","Carlton County",0,3,7,6,23,3
"MN","Carver County",2,12,19,18,41,12
"MN","Cass County",0,3,7,6,22,3
"MN","Chippewa County",2,12,19,16,40,12
"MN","Chisago County",1,11,17,16,38,11
"MN","Clay County",1,7,13,11,30,7
"MN","Clearwater County",0,3,6,5,19,3
"MN","Cook County",0,0,1,0,5,0
"MN","Cottonwood County",2,12,20,17,43,12
"MN","Crow Wing County",0,4,9,7,25,4
"MN","Dakota County",2,13,20,19,42,13
"MN","Dodge County",2,14,21,21,44,14
"MN","Douglas County",1,6,12,10,30,6
"MN","Faribault County",2,15,22,21,45,15
"MN","Fillmore County",2,12,18,17,40,11
"MN","Freeborn County",2,13,20,20,43,13
"MN","Goodhue County",2,14,21,20,44,14
"MN","Grant County",1,8,15,12,33,8
"MN","Hennepin County",2,12,18,17,40,12
"MN","Houston County",2,12,19,18,42,12
"MN","Hubbard County",0,3,6,5,20,3
"MN","Isanti County",1,9,15,14,35,9
"MN","Itasca County",0,2,5,5,18,2
"MN","Jackson County",2,12,19,17,42,12
"MN","Kanabec County",1,6,12,10,30,6
"MN","Kandiyohi County",1,10,17,15,39,10
"MN","Kittson County",0,5,9,8,22,5
"MN","Koochiching County",0,3,6,5,18,3
"MN","Lac qui Parle County",2,13,20,17,42,13
"MN","Lake County",0,1,3,2,12,1
"MN","Lake of the Woods County",0,3,5,5,17,3
"MN","Le Sueur County",2,13,20,19,43,13
"MN","Lincoln County",1,8,14,11,34,8
"MN","Lyon County",1,10,17,14,39,10
"MN","Mahnomen County",0,4,8,7,22,4
"MN","Marshall County",0,5,9,8,24,5
"MN","Martin County",2,13,21,19,44,13
"MN","McLeod County",2,13,20,18,43,13
"MN","Meeker County",1,11,18,16,39,11
"MN","Mille Lacs County",0,6,11,9,28,6
"MN","Morrison County",0,7,13,11,31,7
"MN","Mower County",2,12,18,18,41,12
"MN","Murray County",1,9,16,13,38,9
"MN","Nicollet County",2,14,22,21,45,15
"MN","Nobles County",2,10,18,15,40,10
"MN","Norman County",1,7,12,11,29,7
"MN","Olmsted County",2,12,19,18,42,12
"MN","Otter Tail County",0,6,11,9,28,6
"MN","Pennington County",0,4,8,8,22,4
"MN","Pine County",0,5,10,9,27,5
"MN","Pipestone County",1,8,14,12,35,8
"MN","Polk County",0,5,9,8,24,5
"MN","Pope County",1,8,15,12,34,8
"MN","Ramsey County",2,14,22,20,44,14
"MN","Red Lake County",0,4,8,7,22,4
"MN","Redwood County",2,12,20,18,43,13
"MN","Renville County",2,13,20,18,43,13
"MN","Rice County",2,14,21,20,44,14
"MN","Rock County",2,11,18,15,40,11
"MN","Roseau County",0,4,7,6,19,4
"MN","Scott County",2,13,20,19,42,13
"MN","Sherburne County",1,10,17,15,37,10
"MN","Sibley County",2,14,22,20,45,14
"MN","St. Louis County",0,2,4,3,16,2
"MN","Stearns County",1,9,16,14,36,9
"MN","Steele County",3,15,22,21,45,15
"MN","Stevens County",1,9,16,13,35,9
"MN","Swift County",2,11,18,15,38,11
"MN","Todd County",1,7,13,11,32,7
"MN","Traverse County",2,11,17,15,37,11
"MN","Wabasha County",2,14,22,21,45,14
"MN","Wadena County",0,5,10,8,27,5
"MN","Waseca County",2,14,21,21,44,14
"MN","Washington County",2,13,21,19,43,13
"MN","Watonwan County",2,15,23,21,46,15
"MN","Wilkin County",1,9,15,13,33,9
"MN","Winona County",2,13,19,18,42,12
"MN","Wright County",1,11,18,16,39,11
"MN","Yellow Medicine County",2,12,20,17,42,12
"MO","Adair County",7,31,42,37,69,31
"MO","Andrew County",9,35,46,40,73,35
"MO","Atchison County",8,33,44,38,71,33
"MO","Audrain County",9,39,51,45,77,40
"MO","Barry County",6,37,50,44,80,38
"MO","Barton County",14,50,62,56,89,51
"MO","Bates County",15,50,61,55,87,50
"MO","Benton County",12,44,56,50,82,45
"MO","Bollinger County",9,45,57,51,84,45
"MO","Boone County",9,40,52,46,78,41
"MO","Buchanan County",10,39,50,45,77,39
"MO","Butler County",14,53,65,60,92,54
"MO","Caldwell County",8,34,45,40,72,34
"MO","Callaway County",9,40,52,46,78,41
"MO","Camden County",11,45,56,50,83,45
"MO","Cape Girardeau County",12,52,64,58,91,52
"MO","Carroll County",10,40,52,46,78,40
"MO","Carter County",12,49,61,55,88,50
"MO","Cass County",13,46,57,52,83,46
"MO","Cedar County",14,50,61,55,87,50
"MO","Chariton County",9,38,50,45,77,39
"MO","Christian County",6,37,50,43,78,37
"MO","Clark County",9,35,45,41,72,35
"MO","Clay County",9,36,48,42,75,36
"MO","Clinton County",8,33,44,39,72,33
"MO","Cole County",9,43,54,48,81,43
"MO","Cooper County",9,41,53,47,79,41
"MO","Crawford County",8,40,52,46,79,41
"MO","Dade County",12,49,61,55,87,49
"MO","Dallas County",9,43,54,49,82,43
"MO","Daviess County",8,32,43,38,70,32
"MO","DeKalb County",8,31,43,37,70,32
"MO","Dent County",8,42,54,48,81,43
"MO","Douglas County",8,42,54,48,82,42
"MO","Dunklin County",18,59,70,65,97,59
"MO","Franklin County",10,44,55,49,81,44
"MO","Gasconade County",8,40,51,45,78,40
"MO","Gentry County",8,31,42,37,69,31
"MO","Greene County",8,41,53,47,81,42
"MO","Grundy County",8,31,42,37,69,31
"MO","Harrison County",6,28,39,34,66,28
"MO","Henry County",13,46,58,52,84,47
"MO","Hickory County",11,46,57,51,84,46
"MO","Holt County",9,36,47,41,73,36
"MO","Howard County",9,39,51,45,78,39
"MO","Howell County",8,42,54,48,82,42
"MO","Iron County",6,38,51,44,78,38
"MO","Jackson County",11,41,53,47,79,41
"MO","Jasper County",13,51,63,57,90,51
"MO","Jefferson County",10,43,55,50,81,44
"MO","Johnson County",12,44,56,50,82,44
"MO","Knox County",9,35,46,42,73,35
"MO","Laclede County",9,43,55,49,83,44
"MO","Lafayette County",11,41,53,47,80,41
"MO","Lawrence County",8,40,53,47,81,41
"MO","Lewis County",9,37,47,43,74,37
"MO","Lincoln County",11,43,54,49,80,44
"MO","Linn County",9,35,47,42,74,36
"MO","Livingston County",10,38,50,44,76,38
"MO","Macon County",9,37,49,44,75,38
"MO","Madison County",7,39,52,45,78,40
"MO","Maries County",7,38,50,44,77,39
"MO","Marion County",9,38,49,45,75,39
"MO","McDonald County",10,45,59,52,88,46
"MO","Mercer County",6,27,38,33,65,27
"MO","Miller County",10,43,55,49,81,44
"MO","Mississippi County",17,57,70,64,96,58
"MO","Moniteau County",10,43,54,49,81,43
"MO","Monroe County",10,40,51,46,77,40
"MO","Montgomery County",11,43,54,49,80,44
"MO","Morgan County",10,42,54,48,81,42
"MO","New Madrid County",15,56,68,62,94,56
"MO","Newton County",10,46,59,53,87,46
"MO","Nodaway County",7,31,42,37,69,31
"MO","Oregon County",11,48,60,53,87,48
"MO","Osage County",9,41,52,46,78,41
"MO","Ozark County",9,45,57,50,85,45
"MO","Pemiscot County",15,56,67,62,95,56
"MO","Perry County",10,47,59,53,85,47
"MO","Pettis County",10,41,53,47,80,41
"MO","Phelps County",8,40,52,46,79,41
"MO","Pike County",9,38,49,45,76,39
"MO","Platte County",11,40,52,47,79,41
"MO","Polk County",10,45,57,51,84,46
"MO","Pulaski County",9,42,54,48,81,43
"MO","Putnam County",6,27,37,33,64,27
"MO","Ralls County",9,39,49,45,76,39
"MO","Randolph County",9,38,50,45,77,39
"MO","Ray County",10,38,50,44,76,38
"MO","Reynolds County",7,41,53,47,80,42
"MO","Ripley County",15,54,65,60,92,54
"MO","Saline County",11,41,53,47,80,41
"MO","Schuyler County",7,29,39,35,66,29
"MO","Scotland County",8,33,43,39,69,33
"MO","Scott County",14,54,67,61,94,55
"MO","Shannon County",8,43,56,49,82,44
"MO","Shelby County",9,38,49,44,75,38
"MO","St. Charles County",11,45,56,51,82,45
"MO","St. Clair County",14,49,60,55,86,49
"MO","St. Francois County",6,37,50,43,76,38
"MO","St. Louis city",12,47,59,53,84,48
"MO","St. Louis County",10,44,56,50,82,45
"MO","Ste. Genevieve County",10,44,57,50,82,45
"MO","Stoddard County",15,55,67,62,93,56
"MO","Stone County",7,39,52,46,81,40
"MO","Sullivan County",7,29,41,36,68,30
"MO","Taney County",9,43,56,50,84,44
"MO","Texas County",7,40,52,45,80,40
"MO","Vernon County",16,52,64,58,89,52
"MO","Warren County",10,43,54,49,80,44
"MO","Washington County",7,38,50,43,77,38
"MO","Wayne County",11,47,60,54,86,48
"MO","Webster County",7,40,52,46,80,40
"MO","Worth County",7,30,40,35,67,30
"MO","Wright County",7,40,52,45,80,40
"MS","Adams County",21,70,87,81,123,71
"MS","Alcorn County",19,62,74,70,104,62
"MS","Amite County",22,72,89,82,123,73
"MS","Attala County",21,67,82,77,113,68
"MS","Benton County",18,62,73,69,103,62
"MS","Bolivar County",25,72,84,80,113,72
"MS","Calhoun County",19,64,77,73,108,64
"MS","Carroll County",19,65,79,75,110,66
"MS","Chickasaw County",20,64,77,72,108,64
"MS","Choctaw County",23,70,84,80,115,70
"MS","Claiborne County",24,74,90,84,122,74
"MS","Clarke County",20,64,82,75,116,65
"MS","Clay County",22,66,81,76,111,67
"MS","Coahoma County",22,68,80,76,109,68
"MS","Copiah County",23,73,90,84,123,74
"MS","Covington County",18,63,82,75,118,64
"MS","DeSoto County",19,64,74,72,104,64
"MS","Forrest County",18,65,84,77,121,65
"MS","Franklin County",23,74,91,85,125,75
"MS","George County",18,64,83,76,119,65
"MS","Greene County",20,67,86,79,122,68
"MS","Grenada County",21,66,79,75,109,66
"MS","Hancock County",24,75,93,87,128,76
"MS","Harrison County",22,74,92,87,128,75
"MS","Hinds County",23,71,88,82,120,72
"MS","Holmes County",21,68,82,77,113,68
"MS","Humphreys County",30,78,91,87,120,78
"MS","Issaquena County",27,75,90,85,120,76
"MS","Itawamba County",19,60,74,69,105,61
"MS","Jackson County",17,65,84,78,122,66
"MS","Jasper County",18,63,81,74,114,64
"MS","Jefferson County",23,74,90,84,124,75
"MS","Jefferson Davis County",21,68,86,79,120,69
"MS","Jones County",19,64,84,76,118,65
"MS","Kemper County",20,65,81,75,113,65
"MS","Lafayette County",20,65,77,73,107,65
"MS","Lamar County",21,70,88,81,123,70
"MS","Lauderdale County",20,65,83,76,116,66
"MS","Lawrence County",25,73,91,84,123,74
"MS","Leake County",20,65,81,76,113,66
"MS","Lee County",20,63,76,72,107,63
"MS","Leflore County",26,73,86,82,115,73
"MS","Lincoln County",23,73,90,83,123,73
"MS","Lowndes County",23,67,82,76,112,67
"MS","Madison County",21,68,84,78,115,69
"MS","Marion County",28,78,95,88,127,78
"MS","Marshall County",17,61,72,69,103,61
"MS","Monroe County",21,64,78,73,109,64
"MS","Montgomery County",17,61,75,70,107,61
"MS","Neshoba County",18,62,78,72,111,63
"MS","Newton County",17,62,79,72,112,62
"MS","Noxubee County",24,69,84,79,115,69
"MS","Oktibbeha County",24,69,84,79,114,69
"MS","Panola County",20,65,76,73,106,65
"MS","Pearl River County",25,75,93,87,128,76
"MS","Perry County",22,70,89,82,123,70
"MS","Pike County",22,72,89,82,123,72
"MS","Pontotoc County",18,62,75,70,106,62
"MS","Prentiss County",15,57,70,65,102,58
"MS","Quitman County",23,69,80,77,110,69
"MS","Rankin County",21,68,84,78,117,68
"MS","Scott County",19,65,82,75,115,65
"MS","Sharkey County",29,78,91,87,120,78
"MS","Simpson County",20,66,84,77,117,67
"MS","Smith County",19,65,83,76,116,66
"MS","Stone County",20,67,85,79,121,67
"MS","Sunflower County",27,74,86,83,115,74
"MS","Tallahatchie County",23,69,80,77,110,69
"MS","Tate County",17,61,72,69,103,61
"MS","Tippah County",17,59,71,67,102,60
"MS","Tishomingo County",13,53,67,61,99,54
"MS","Tunica County",20,65,76,73,106,65
"MS","Union County",19,64,76,71,106,64
"MS","Walthall County",24,74,91,85,125,75
"MS","Warren County",26,76,91,86,123,76
"MS","Washington County",29,77,89,85,117,77
"MS","Wayne County",20,66,85,78,120,66
"MS","Webster County",21,67,80,76,111,67
"MS","Wilkinson County",23,74,91,85,127,75
"MS","Winston County",21,66,82,76,113,67
"MS","Yalobusha County",20,65,78,74,108,65
"MS","Yazoo County",24,72,87,82,117,72
"MT","Beaverhead County",0,0,0,0,1,0
"MT","Big Horn County",0,3,5,4,21,3
"MT","Blaine County",0,1,4,3,15,1
"MT","Broadwater County",0,0,1,0,6,0
"MT","Carbon County",0,0,1,0,7,0
"MT","Carter County",0,3,7,5,24,3
"MT","Cascade County",0,0,1,1,8,0
"MT","Chouteau County",0,2,4,3,16,1
"MT","Custer County",0,6,11,9,30,6
"MT","Daniels County",0,2,5,4,18,2
"MT","Dawson County",0,5,10,8,26,5
"MT","Deer Lodge County",0,0,0,0,1,0
"MT","Fallon County",0,4,9,7,26,4
"MT","Fergus County",0,1,3,2,14,1
"MT","Flathead County",0,0,0,0,3,0
"MT","Gallatin County",0,0,0,0,3,0
"MT","Garfield County",0,5,9,8,26,5
"MT","Glacier County",0,0,0,0,3,0
"MT","Golden Valley County",0,1,2,1,11,0
"MT","Granite County",0,0,0,0,2,0
"MT","Hill County",0,2,4,3,16,1
"MT","Jefferson County",0,0,0,0,3,0
"MT","Judith Basin County",0,0,0,0,5,0
"MT","Lake County",0,0,1,1,8,0
"MT","Lewis and Clark County",0,0,0,0,4,0
"MT","Liberty County",0,1,2,2,12,1
"MT","Lincoln County",0,0,0,0,4,0
"MT","Madison County",0,0,0,0,2,0
"MT","McCone County",0,6,10,9,27,6
"MT","Meagher County",0,0,0,0,1,0
"MT","Mineral County",0,0,1,0,5,0
"MT","Missoula County",0,0,0,0,4,0
"MT","Musselshell County",0,2,5,4,19,2
"MT","Park County",0,0,0,0,2,0
"MT","Petroleum County",0,4,9,7,25,4
"MT","Phillips County",0,3,7,6,22,3
"MT","Pondera County",0,0,1,0,7,0
"MT","Powder River County",0,4,7,6,25,4
"MT","Powell County",0,0,0,0,2,0
"MT","Prairie County",0,5,10,8,27,5
"MT","Ravalli County",0,0,1,0,4,0
"MT","Richland County",0,6,11,10,28,6
"MT","Roosevelt County",0,6,10,9,26,6
"MT","Rosebud County",0,5,9,7,26,4
"MT","Sanders County",0,0,1,1,7,0
"MT","Sheridan County",0,4,8,7,23,4
"MT","Silver Bow County",0,0,0,0,1,0
"MT","Stillwater County",0,0,1,1,9,0
"MT","Sweet Grass County",0,0,1,0,5,0
"MT","Teton County",0,0,1,0,6,0
"MT","Toole County",0,0,2,1,11,0
"MT","Treasure County",0,4,9,7,27,4
"MT","Valley County",0,3,6,5,19,3
"MT","Wheatland County",0,0,0,0,5,0
"MT","Wibaux County",0,5,9,7,26,5
"MT","Yellowstone County",0,2,5,4,21,2
"NC","Alamance County",7,34,48,42,79,35
"NC","Alexander County",2,20,31,26,64,20
"NC","Alleghany County",0,1,3,2,19,1
"NC","Anson County",13,46,61,54,93,46
"NC","Ashe County",0,0,2,0,13,0
"NC","Avery County",0,0,1,0,9,0
"NC","Beaufort County",15,48,62,57,93,49
"NC","Bertie County",15,47,60,55,91,48
"NC","Bladen County",12,42,57,51,91,43
"NC","Brunswick County",11,45,62,55,94,46
"NC","Buncombe County",0,6,13,9,38,6
"NC","Burke County",2,21,32,27,63,21
"NC","Cabarrus County",8,37,51,45,83,37
"NC","Caldwell County",1,17,28,23,60,17
"NC","Camden County",13,41,53,49,84,41
"NC","Carteret County",5,38,55,47,86,38
"NC","Caswell County",9,39,52,46,83,39
"NC","Catawba County",4,27,40,33,73,27
"NC","Chatham County",8,34,48,42,80,35
"NC","Cherokee County",1,11,21,16,50,12
"NC","Chowan County",14,45,58,53,90,46
"NC","Clay County",0,6,12,8,36,6
"NC","Cleveland County",5,30,43,37,76,30
"NC","Columbus County",13,44,60,54,93,45
"NC","Craven County",13,45,60,55,93,46
"NC","Cumberland County",12,43,57,51,89,43
"NC","Currituck County",7,31,44,39,75,31
"NC","Dare County",3,30,46,39,78,31
"NC","Davidson County",6,31,45,39,77,31
"NC","Davie County",5,29,43,37,76,30
"NC","Duplin County",13,45,60,54,92,46
"NC","Durham County",8,36,49,44,81,36
"NC","Edgecombe County",14,46,60,54,91,47
"NC","Forsyth County",3,24,37,31,69,24
"NC","Franklin County",10,38,51,45,83,38
"NC","Gaston County",6,33,47,40,80,33
"NC","Gates County",14,44,56,51,87,44
"NC","Graham County",0,7,14,10,39,7
"NC","Granville County",8,34,47,41,79,35
"NC","Greene County",15,48,63,57,94,49
"NC","Guilford County",4,28,41,35,73,28
"NC","Halifax County",13,42,56,50,86,43
"NC","Harnett County",10,40,53,48,86,40
"NC","Haywood County",0,1,4,2,19,1
"NC","Henderson County",0,8,16,11,45,8
"NC","Hertford County",12,41,54,48,85,41
"NC","Hoke County",12,43,57,51,89,44
"NC","Hyde County",11,41,55,50,88,42
"NC","Iredell County",4,28,41,35,74,28
"NC","Jackson County",0,2,6,3,26,2
"NC","Johnston County",11,40,54,48,86,41
"NC","Jones County",12,43,57,52,90,44
"NC","Lee County",10,40,54,48,86,40
"NC","Lenoir County",13,46,60,55,92,46
"NC","Lincoln County",5,29,43,36,76,30
"NC","Macon County",0,2,8,4,29,2
"NC","Madison County",0,6,13,9,37,6
"NC","Martin County",14,46,59,54,90,46
"NC","McDowell County",2,16,27,21,55,17
"NC","Mecklenburg County",7,33,48,41,80,34
"NC","Mitchell County",0,0,2,1,14,0
"NC","Montgomery County",10,40,54,48,86,40
"NC","Moore County",10,39,53,47,85,40
"NC","Nash County",12,42,56,50,87,43
"NC","New Hanover County",9,43,61,53,91,44
"NC","Northampton County",14,44,57,52,88,45
"NC","Onslow County",13,47,62,56,94,47
"NC","Orange County",7,34,48,42,79,35
"NC","Pamlico County",13,45,60,55,93,46
"NC","Pasquotank County",13,42,54,50,85,43
"NC","Pender County",12,44,59,53,92,44
"NC","Perquimans County",14,43,56,51,87,44
"NC","Person County",6,31,44,38,75,31
"NC","Pitt County",14,45,59,53,90,45
"NC","Polk County",6,32,46,39,79,33
"NC","Randolph County",6,30,43,38,76,30
"NC","Richmond County",13,45,60,54,92,46
"NC","Robeson County",13,46,61,55,93,46
"NC","Rockingham County",5,29,43,37,75,30
"NC","Rowan County",6,32,46,40,79,33
"NC","Rutherford County",5,30,43,37,75,30
"NC","Sampson County",12,42,56,51,89,43
"NC","Scotland County",14,47,62,56,94,48
"NC","Stanly County",10,40,54,48,87,40
"NC","Stokes County",2,20,32,26,64,20
"NC","Surry County",1,15,26,21,58,16
"NC","Swain County",0,2,6,4,22,2
"NC","Transylvania County",0,5,12,8,38,5
"NC","Tyrrell County",12,42,56,51,88,43
"NC","Union County",10,38,52,45,85,38
"NC","Vance County",8,34,47,41,79,35
"NC","Wake County",9,36,49,43,81,36
"NC","Warren County",10,37,51,45,82,38
"NC","Washington County",15,47,61,56,93,48
"NC","Watauga County",0,0,2,0,13,0
"NC","Wayne County",14,46,60,55,92,47
"NC","Wilkes County",0,11,21,16,49,12
"NC","Wilson County",14,45,60,54,90,46
"NC","Yadkin County",2,22,35,29,68,23
"NC","Yancey County",0,1,3,2,18,1
"ND","Adams County",0,4,9,7,26,4
"ND","Barnes County",1,7,12,10,28,7
"ND","Benson County",0,4,8,6,21,4
"ND","Billings County",0,4,9,7,25,5
"ND","Bottineau County",0,3,6,5,18,3
"ND","Bowman County",0,3,7,5,23,3
"ND","Burke County",0,2,5,4,16,2
"ND","Burleigh County",0,5,10,8,26,5
"ND","Cass County",1,8,14,12,31,8
"ND","Cavalier County",0,2,4,3,14,2
"ND","Dickey County",1,8,15,12,33,8
"ND","Divide County",0,3,6,5,18,3
"ND","Dunn County",0,4,8,7,23,4
"ND","Eddy County",0,5,9,7,24,5
"ND","Emmons County",0,6,12,9,29,6
"ND","Foster County",0,5,10,8,25,5
"ND","Golden Valley County",0,4,9,7,25,4
"ND","Grand Forks County",1,6,10,9,26,6
"ND","Grant County",0,5,10,8,27,5
"ND","Griggs County",0,5,10,8,25,5
"ND","Hettinger County",0,4,8,7,25,4
"ND","Kidder County",0,5,10,8,25,5
"ND","LaMoure County",1,7,13,11,30,7
"ND","Logan County",0,5,9,7,25,5
"ND","McHenry County",0,5,9,8,24,5
"ND","McIntosh County",0,4,9,7,24,4
"ND","McKenzie County",0,5,10,8,26,5
"ND","McLean County",0,4,8,7,23,4
"ND","Mercer County",0,5,9,7,24,5
"ND","Morton County",0,6,11,8,27,5
"ND","Mountrail County",0,3,6,5,18,3
"ND","Nelson County",0,5,9,7,23,4
"ND","Oliver County",0,5,10,8,25,5
"ND","Pembina County",0,5,8,7,23,5
"ND","Pierce County",0,5,9,7,23,5
"ND","Ramsey County",0,3,6,5,18,3
"ND","Ransom County",1,9,15,13,34,9
"ND","Renville County",0,3,6,5,18,3
"ND","Richland County",2,10,16,14,35,10
"ND","Rolette County",0,2,4,4,14,2
"ND","Sargent County",2,10,16,14,35,10
"ND","Sheridan County",0,5,10,8,25,5
"ND","Sioux County",1,7,13,11,32,7
"ND","Slope County",0,4,7,6,24,4
"ND","Stark County",0,4,7,6,23,4
"ND","Steele County",1,6,11,9,27,6
"ND","Stutsman County",0,6,11,9,27,6
"ND","Towner County",0,3,5,4,16,2
"ND","Traill County",1,7,13,11,30,7
"ND","Walsh County",1,5,9,8,24,5
"ND","Ward County",0,4,7,5,20,3
"ND","Wells County",0,5,10,8,25,5
"ND","Williams County",0,4,7,6,21,4
"NE","Adams County",3,21,30,25,58,21
"NE","Antelope County",4,18,26,22,51,18
"NE","Arthur County",0,5,10,7,32,5
"NE","Banner County",0,1,3,2,17,1
"NE","Blaine County",1,11,18,15,43,11
"NE","Boone County",4,19,28,23,54,20
"NE","Box Butte County",0,1,4,3,20,1
"NE","Boyd County",4,20,27,23,51,19
"NE","Brown County",2,12,19,16,43,12
"NE","Buffalo County",3,16,25,20,51,16
"NE","Burt County",6,25,35,30,61,25
"NE","Butler County",6,25,35,30,61,26
"NE","Cass County",7,28,39,33,65,29
"NE","Cedar County",5,19,27,23,52,19
"NE","Chase County",0,9,16,13,42,9
"NE","Cherry County",0,7,12,10,34,7
"NE","Cheyenne County",0,2,5,3,22,2
"NE","Clay County",4,21,30,25,58,21
"NE","Colfax County",5,22,31,26,57,22
"NE","Cuming County",5,21,31,26,56,22
"NE","Custer County",1,12,19,15,44,12
"NE","Dakota County",5,21,30,26,56,21
"NE","Dawes County",0,3,7,5,26,3
"NE","Dawson County",2,13,21,17,47,13
"NE","Deuel County",0,5,11,8,34,5
"NE","Dixon County",5,19,28,24,53,20
"NE","Dodge County",6,24,34,28,59,24
"NE","Douglas County",5,24,34,29,60,24
"NE","Dundy County",0,11,20,15,46,11
"NE","Fillmore County",5,26,36,30,63,26
"NE","Franklin County",4,23,33,27,60,23
"NE","Frontier County",2,15,24,20,51,15
"NE","Furnas County",5,26,36,30,63,26
"NE","Gage County",7,30,41,35,68,31
"NE","Garden County",0,3,7,5,27,3
"NE","Garfield County",2,14,21,17,45,14
"NE","Gosper County",2,15,23,19,50,15
"NE","Grant County",0,4,8,6,28,3
"NE","Greeley County",3,17,25,21,51,17
"NE","Hall County",4,20,30,24,57,21
"NE","Hamilton County",5,23,32,27,59,23
"NE","Harlan County",4,23,33,28,60,23
"NE","Hayes County",1,11,19,15,44,11
"NE","Hitchcock County",1,16,25,20,51,16
"NE","Holt County",3,16,24,20,48,16
"NE","Hooker County",0,7,12,10,35,7
"NE","Howard County",4,20,29,24,55,20
"NE","Jefferson County",8,31,41,35,68,31
"NE","Johnson County",8,32,43,37,69,33
"NE","Kearney County",4,20,30,25,57,21
"NE","Keith County",0,8,14,11,39,8
"NE","Keya Paha County",2,14,22,18,45,14
"NE","Kimball County",0,0,2,0,12,0
"NE","Knox County",5,21,29,25,54,21
"NE","Lancaster County",7,29,39,34,66,30
"NE","Lincoln County",1,10,18,14,43,11
"NE","Logan County",1,10,17,14,43,11
"NE","Loup County",2,12,20,16,44,12
"NE","Madison County",4,19,27,23,53,19
"NE","McPherson County",0,7,13,11,37,7
"NE","Merrick County",5,24,34,29,61,25
"NE","Morrill County",0,3,7,5,26,3
"NE","Nance County",5,23,32,27,58,23
"NE","Nemaha County",9,35,46,40,72,35
"NE","Nuckolls County",6,26,36,31,64,26
"NE","Otoe County",8,31,42,36,68,32
"NE","Pawnee County",9,35,45,40,72,35
"NE","Perkins County",0,8,16,12,40,9
"NE","Phelps County",2,16,25,21,52,16
"NE","Pierce County",5,20,29,25,54,21
"NE","Platte County",5,22,31,26,57,22
"NE","Polk County",6,26,36,31,63,27
"NE","Red Willow County",2,18,28,23,54,18
"NE","Richardson County",11,38,49,44,76,39
"NE","Rock County",2,13,20,17,44,13
"NE","Saline County",7,29,39,33,66,29
"NE","Sarpy County",6,27,37,31,63,27
"NE","Saunders County",6,26,36,31,62,26
"NE","Scotts Bluff County",0,2,5,4,23,2
"NE","Seward County",7,28,38,33,65,29
"NE","Sheridan County",0,3,6,5,25,2
"NE","Sherman County",2,16,24,19,50,16
"NE","Sioux County",0,1,3,2,17,1
"NE","Stanton County",5,20,29,24,54,20
"NE","Thayer County",6,28,39,33,66,29
"NE","Thomas County",1,10,16,13,40,10
"NE","Thurston County",6,23,33,28,58,23
"NE","Valley County",2,15,23,19,48,15
"NE","Washington County",6,24,35,29,60,25
"NE","Wayne County",4,19,27,23,52,19
