"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-01","34","41","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-02","29","38","20"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-03","18","21","15"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-04","27","32","22"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-05","31","42","25"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-06","41","44","35"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-07","42","48","37"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-08","37","45","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-09","42","50","30"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-10","39","51","25"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-11","19","24","12"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-12","30","47","16"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-13","44","47","41"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-14","40","42","36"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-15","32","38","30"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-16","27","31","20"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-17","15","20","11"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-18","25","34","13"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-19","27","35","20"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-20","31","36","23"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-21","38","44","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-22","38","44","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-23","28","36","21"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-24","23","26","20"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-25","35","41","26"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-26","29","41","14"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-27","20","27","11"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-28","30","34","26"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-29","23","35","2"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-30","14","40","2"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-01-31","-1","7","-6"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-01","8","26","-7"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-02","27","32","22"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-03","36","44","27"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-04","40","45","27"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-05","27","34","17"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-06","37","47","23"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-07","23","30","20"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-08","23","30","16"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-09","28","40","15"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-10","41","45","35"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-11","47","52","40"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-12","24","47","8"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-13","1","6","-3"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-14","1","10","-6"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-15","3","9","-1"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-16","10","16","0"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-17","11","25","2"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-18","20","28","14"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-19","25","35","16"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-20","42","53","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-21","37","41","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-22","38","44","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-23","38","44","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-24","33","39","25"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-25","44","50","36"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-26","29","35","24"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-27","27","35","23"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-02-28","34","43","22"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-01","42","59","33"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-02","40","59","33"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-03","44","58","34"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-04","40","45","36"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-05","35","41","30"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-06","31","33","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-07","29","34","28"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-08","41","60","23"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-09","36","50","26"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-10","49","59","36"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-11","47","59","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-12","24","27","21"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-13","26","33","20"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-14","26","34","20"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-15","30","31","27"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-16","34","41","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-17","29","35","27"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-18","30","41","24"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-19","48","58","30"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-20","48","54","38"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-21","34","40","26"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-22","12","27","6"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-23","5","8","2"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-24","11","28","-3"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-25","25","38","17"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-26","36","52","21"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-27","35","42","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-28","32","41","25"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-29","38","49","26"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-30","44","54","34"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-03-31","48","58","36"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-01","39","48","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-02","54","66","36"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-03","51","58","40"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-04","36","40","25"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-05","26","35","20"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-06","37","49","22"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-07","42","49","33"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-08","49","60","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-09","29","36","19"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-10","20","28","13"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-11","26","32","22"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-12","35","44","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-13","40","50","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-14","40","43","36"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-15","49","57","38"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-16","31","45","27"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-17","37","45","27"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-18","53","64","34"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-19","54","62","46"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-20","62","72","47"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-21","64","73","50"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-22","58","71","47"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-23","55","67","45"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-24","44","48","41"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-25","46","55","40"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-26","34","43","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-27","36","45","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-28","27","33","19"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-29","23","29","18"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-04-30","26","34","18"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-01","39","55","23"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-02","47","59","37"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-03","46","56","38"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-04","48","53","42"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-05","54","66","42"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-06","65","77","45"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-07","38","45","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-08","32","36","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-09","33","43","26"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-10","46","59","34"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-11","40","46","37"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-12","44","54","38"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-13","35","41","30"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-14","45","56","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-15","38","45","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-16","39","47","34"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-17","51","62","36"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-18","49","57","43"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-19","49","58","40"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-20","52","61","43"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-21","56","66","44"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-22","58","66","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-23","58","69","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-24","54","68","41"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-25","46","53","38"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-26","52","60","39"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-27","57","66","47"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-28","58","64","50"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-29","53","59","50"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-30","56","69","48"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-05-31","59","70","47"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-01","43","51","34"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-02","46","57","39"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-03","52","60","40"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-04","56","67","43"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-05","51","59","41"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-06","59","68","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-07","54","63","48"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-08","56","67","44"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-09","69","78","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-10","69","80","60"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-11","51","58","46"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-12","53","62","44"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-13","50","59","42"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-14","44","48","41"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-15","47","53","44"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-16","49","53","45"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-17","61","73","48"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-18","60","71","50"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-19","57","64","51"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-20","58","68","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-21","53","62","45"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-22","62","71","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-23","70","80","56"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-24","74","82","62"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-25","72","82","65"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-26","78","88","62"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-27","72","82","59"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-28","69","84","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-29","68","78","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-06-30","76","87","64"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-01","78","87","65"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-02","80","89","60"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-03","64","77","53"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-04","61","70","51"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-05","69","84","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-06","75","89","59"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-07","64","74","53"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-08","62","79","52"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-09","66","75","58"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-10","67","79","58"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-11","64","75","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-12","65","76","51"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-13","68","87","56"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-14","69","80","58"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-15","67","80","52"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-16","76","88","63"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-17","72","86","58"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-18","63","71","55"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-19","65","81","52"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-20","51","53","48"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-21","54","64","48"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-22","61","73","46"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-23","68","80","53"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-24","71","83","56"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-25","68","83","53"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-26","62","68","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-27","64","75","52"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-28","64","76","53"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-29","63","74","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-30","66","78","55"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-07-31","74","88","58"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-01","70","80","59"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-02","70","85","57"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-03","64","76","56"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-04","64","81","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-05","69","81","56"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-06","77","89","57"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-07","78","91","71"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-08","78","90","68"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-09","77","87","67"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-10","69","79","62"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-11","61","70","57"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-12","67","76","56"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-13","73","84","60"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-14","73","84","61"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-15","76","89","62"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-16","74","88","65"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-17","60","71","55"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-18","63","77","51"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-19","68","80","57"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-20","66","79","55"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-21","69","84","56"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-22","71","82","59"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-23","65","81","53"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-24","62","79","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-25","59","73","50"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-26","58","72","51"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-27","67","82","55"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-28","69","78","57"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-29","73","83","61"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-30","71","84","61"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-08-31","65","77","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-01","73","88","58"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-02","76","86","64"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-03","71","85","62"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-04","68","78","58"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-05","70","85","61"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-06","71","82","61"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-07","73","84","61"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-08","72","82","63"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-09","68","78","59"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-10","71","83","59"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-11","73","84","63"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-12","78","90","67"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-13","57","70","46"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-14","66","83","47"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-15","67","75","57"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-16","66","77","62"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-17","60","70","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-18","60","71","48"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-19","53","60","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-20","47","55","41"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-21","53","62","44"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-22","52","66","42"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-23","64","78","45"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-24","69","78","61"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-25","72","82","64"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-26","61","66","51"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-27","57","69","48"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-28","50","59","41"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-29","54","72","37"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-09-30","57","71","47"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-01","67","79","52"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-02","47","68","35"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-03","42","48","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-04","64","71","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-05","57","76","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-06","29","33","23"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-07","29","38","24"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-08","33","40","28"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-09","45","54","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-10","49","59","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-11","34","43","28"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-12","46","56","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-13","37","45","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-14","36","44","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-15","41","52","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-16","38","49","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-17","31","41","27"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-18","53","61","39"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-19","38","53","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-20","31","36","26"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-21","43","56","26"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-22","45","52","35"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-23","35","43","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-24","49","59","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-25","64","74","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-26","58","69","41"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-27","47","60","35"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-28","64","77","47"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-29","48","56","43"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1990-10-30","57","68","46"
