"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-01","75","86","61"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-02","81","93","68"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-03","79","94","65"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-04","81","92","70"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-05","73","81","58"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-06","65","74","56"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-07","65","74","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-08","64","75","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-09","66","79","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-10","74","84","61"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-11","64","72","53"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-12","64","74","52"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-13","66","80","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-14","69","83","55"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-15","78","92","64"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-16","73","82","65"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-17","71","82","60"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-18","77","94","58"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-19","70","86","55"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-20","65","81","51"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-21","67","79","55"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-22","69","79","58"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-23","68","77","59"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-24","67","77","55"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-25","69","85","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-26","62","76","52"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-27","71","87","55"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-28","72","83","59"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-29","71","82","59"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-30","61","70","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-07-31","72","85","61"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-01","76","90","67"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-02","78","91","65"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-03","68","82","55"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-04","63","77","52"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-05","69","83","53"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-06","52","58","46"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-07","63","75","50"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-08","73","86","57"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-09","74","89","62"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-10","75","88","62"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-11","82","93","71"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-12","83","92","72"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-13","74","82","65"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-14","73","90","60"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-15","71","83","59"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-16","76","90","67"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-17","80","93","65"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-18","62","69","50"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-19","61","74","46"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-20","74","89","60"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-21","66","75","56"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-22","70","80","58"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-23","76","89","62"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-24","78","88","70"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-25","69","83","58"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-26","72","89","59"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-27","77","91","64"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-28","73","88","60"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-29","61","71","56"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-30","69","81","55"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-08-31","78","92","62"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-01","65","77","53"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-02","64","76","50"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-03","66","78","56"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-04","74","92","58"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-05","59","72","45"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-06","55","70","42"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-07","63","74","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-08","67","80","57"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-09","68","82","57"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-10","65","76","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-11","61","76","51"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-12","64","76","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-13","67","81","54"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-14","65","78","52"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-15","61","74","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-16","48","51","43"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-17","44","51","38"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-18","47","52","42"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-19","50","59","42"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-20","48","56","43"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-21","48","57","42"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-22","46","54","39"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-23","43","53","33"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-24","46","54","38"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-25","39","46","33"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-26","32","35","28"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-27","39","49","27"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-28","58","69","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-29","61","76","46"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-09-30","63","79","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-01","48","65","38"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-02","41","55","30"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-03","62","75","39"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-04","69","81","59"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-05","64","73","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-06","54","64","45"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-07","56","66","46"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-08","54","65","47"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-09","54","69","46"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-10","67","81","48"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-11","67","78","59"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-12","62","73","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-13","68","80","56"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-14","49","61","41"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-15","50","59","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-16","33","36","30"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-17","30","36","27"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-18","47","61","28"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-19","39","50","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-20","26","29","23"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-21","29","37","22"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-22","42","49","36"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-23","35","41","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-24","42","54","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-25","34","39","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-26","26","29","24"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-27","32","55","20"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-28","49","66","36"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-29","24","45","11"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-30","14","19","10"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-10-31","23","36","13"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-01","35","39","30"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-02","49","64","39"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-03","50","62","42"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-04","40","47","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-05","28","32","25"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-06","30","35","22"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-07","31","35","23"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-08","37","45","21"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-09","36","44","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-10","40","49","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-11","26","29","24"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-12","28","32","26"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-13","26","27","24"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-14","28","32","23"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-15","14","18","12"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-16","13","20","9"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-17","18","40","5"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-18","29","40","17"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-19","11","16","5"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-20","17","24","3"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-21","12","23","2"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-22","6","16","-3"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-23","3","14","-3"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-24","31","50","14"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-25","24","31","16"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-26","24","30","18"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-27","36","43","24"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-28","40","48","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-29","24","30","18"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-11-30","23","27","17"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-01","31","40","26"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-02","24","27","17"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-03","23","37","17"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-04","23","33","14"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-05","34","42","26"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-06","29","34","25"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-07","29","33","26"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-08","45","53","30"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-09","44","54","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-10","40","50","28"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-11","35","46","27"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-12","34","43","27"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-13","31","34","27"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-14","19","23","17"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-15","27","34","17"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-16","10","24","5"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-17","3","5","-1"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-18","4","15","-5"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-19","21","24","15"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-20","32","36","24"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-21","9","23","0"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-22","-5","0","-12"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-23","-7","3","-16"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-24","3","15","-13"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-25","-7","11","-18"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-26","7","28","-12"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-27","15","39","-6"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-28","4","35","-4"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-29","17","48","5"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-30","46","52","40"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1996-12-31","50","54","41"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-01","50","60","38"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-02","43","47","42"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-03","36","44","28"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-04","22","28","17"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-05","19","26","12"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-06","24","35","12"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-07","30","32","27"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-08","27","31","24"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-09","7","20","-2"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-10","-7","-2","-12"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-11","-18","-13","-24"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-12","-15","-6","-24"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-13","-7","1","-13"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-14","14","23","2"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-15","11","22","-5"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-16","6","31","-8"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-17","28","40","15"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-18","41","44","38"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-19","51","56","44"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-20","46","56","41"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-21","31","40","15"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-22","15","20","11"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-23","25","31","20"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-24","0","5","-9"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-25","-13","-10","-17"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-26","-5","3","-10"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-27","16","32","-2"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-28","34","42","27"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-29","35","45","25"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-30","46","51","40"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-01-31","40","44","33"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-01","34","40","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-02","34","38","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-03","27","30","21"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-04","23","33","18"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-05","24","40","15"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-06","21","25","17"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-07","26","40","16"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-08","34","50","26"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-09","24","30","19"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-10","25","33","16"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-11","20","25","13"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-12","24","34","13"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-13","30","36","26"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-14","33","39","28"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-15","35","41","30"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-16","48","57","41"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-17","48","53","38"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-18","34","38","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-19","40","51","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-20","28","33","25"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-21","27","32","24"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-22","19","26","7"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-23","17","22","8"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-24","27","37","17"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-25","33","38","26"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-26","24","31","20"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-27","25","35","19"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-02-28","16","19","14"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-01","24","34","14"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-02","37","47","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-03","20","28","16"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-04","21","37","13"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-05","23","30","17"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-06","36","47","19"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-07","39","48","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-08","33","40","25"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-09","36","46","23"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-10","36","44","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-11","33","39","28"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-12","27","32","14"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-13","4","11","-4"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-14","7","13","-6"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-15","21","42","5"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-16","48","55","38"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-17","36","43","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-18","47","56","33"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-19","58","64","51"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-20","57","67","44"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-21","40","48","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-22","41","48","37"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-23","41","54","34"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-24","29","33","25"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-25","43","53","29"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-26","59","68","49"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-27","37","52","30"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-28","34","47","27"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-29","35","43","28"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-30","47","59","35"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-03-31","53","65","28"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-01","28","34","23"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-02","29","38","21"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-03","48","55","41"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-04","27","41","21"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-05","14","15","13"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-06","17","26","11"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-07","17","26","13"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-08","16","21","10"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-09","18","23","13"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-10","15","21","8"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-11","15","21","6"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-12","24","38","10"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-13","41","50","26"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-14","40","48","31"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-15","37","49","30"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-16","51","62","34"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-17","54","64","44"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-18","51","63","41"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-19","49","58","42"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-20","46","56","38"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-21","37","41","34"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-22","40","49","32"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-23","38","49","33"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-24","45","49","37"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-25","39","42","36"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-26","44","54","36"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-27","46","57","41"
"USR0000MWOL","WOLF MOUNTAIN MONTANA, MT US","1997-04-28","41","42","40"
